Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_289.jpg;15;0;0;-1.692452;137.5409;107.0436;359.991;265.9063;1.095609
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_355.jpg;15;0;0;-1.685709;137.5385;107.144;359.9869;264.3357;1.100316
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_422.jpg;15;0;0;-1.676118;137.5387;107.244;359.9918;262.762;1.09217
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_489.jpg;15;0;0;-1.668538;137.5433;107.3766;359.9911;260.6743;1.092422
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_555.jpg;15;0;0;-1.661771;137.55;107.4755;359.989;259.1197;1.099142
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_622.jpg;15;0;0;-1.652282;137.5591;107.5736;359.991;257.5615;1.091336
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_689.jpg;15;0;0;-1.64503;137.5754;107.7034;359.9913;255.4959;1.092055
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_756.jpg;15;0;0;-1.638306;137.5907;107.7999;359.9892;253.9575;1.097336
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_822.jpg;15;0;0;-1.628964;137.6084;107.8955;359.9911;252.4154;1.087609
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_888.jpg;15;0;0;-1.621827;137.6358;108.0215;359.9914;250.3709;1.085625
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_23_956.jpg;15;0;0;-1.615219;137.6594;108.1149;359.9879;248.847;1.090544
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_022.jpg;15;0;0;-1.606087;137.6851;108.2072;359.9914;247.3213;1.085656
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_089.jpg;15;0;0;-1.599007;137.7231;108.3286;359.9914;245.2989;1.085745
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_155.jpg;15;0;0;-1.592467;137.7543;108.4182;359.9881;243.791;1.090222
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_222.jpg;15;0;0;-1.583454;137.7876;108.5066;359.9915;242.2812;1.083911
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_289.jpg;15;0;0;-1.576481;137.8353;108.6226;359.9915;240.2798;1.08127
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_355.jpg;15;0;0;-1.570046;137.8737;108.7079;359.9883;238.7874;1.083715
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_421.jpg;-1.503137;0;0;-1.554242;137.9198;108.7885;0.00536474;238.4688;1.195551
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_489.jpg;-4.508059;0;0;-1.544855;137.9831;108.8946;0.00727087;238.726;1.148054
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_555.jpg;-7.508254;0;0;-1.537279;138.033;108.9727;359.9801;239.3073;1.052237
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_621.jpg;-10.49945;0;0;-1.52861;138.0837;109.0489;-0.002238995;240.1827;0.9575316
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_688.jpg;-13.49141;0;0;-1.521403;138.151;109.1494;0.04494112;241.7706;0.8189904
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_755.jpg;-15;0;0;-1.513677;138.2004;109.2246;0.09034338;243.1844;0.6836434
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_822.jpg;-15;0;0;-1.504502;138.2478;109.3005;0.1323588;244.6212;0.4989526
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_889.jpg;-15;0;0;-1.497615;138.3077;109.4026;0.1772293;246.526;0.1873493
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_24_955.jpg;-11.99971;0;0;-1.490701;138.3492;109.4807;0.1956051;247.768;359.8923
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_022.jpg;-9.00037;0;0;-1.481835;138.3879;109.5598;0.2021565;248.7759;359.558
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_088.jpg;-6.000851;0;0;-1.473745;138.4364;109.6676;0.1283165;249.7421;359.1471
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_155.jpg;-2.99845;0;0;-1.465318;138.4704;109.7499;0.02883955;250.1736;358.874
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_221.jpg;-0.002894998;0;0;-1.453598;138.5033;109.8314;359.9811;250.3935;358.7242
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_288.jpg;1.504215;0;0;-1.44751;138.5455;109.9387;-0.003696053;250.4419;358.8014
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_355.jpg;4.497163;0;0;-1.439539;138.5744;110.0199;0.003960483;250.1714;358.9421
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_422.jpg;7.512074;0;0;-1.432019;138.6012;110.102;359.9882;249.6256;359.048
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_489.jpg;10.50426;0;0;-1.426148;138.635;110.2107;0.003278518;248.4726;359.1776
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_555.jpg;13.51935;0;0;-1.419642;138.6599;110.2916;0.0316477;247.321;359.2821
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_621.jpg;15;0;0;-1.409832;138.6851;110.3717;0.06916474;245.9765;359.4073
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_688.jpg;15;0;0;-1.403515;138.7213;110.4768;0.1158417;244.1589;359.6404
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_755.jpg;15;0;0;-1.397099;138.7502;110.5544;0.144646;242.8043;359.8567
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_822.jpg;15;0;0;-1.388155;138.7808;110.6309;0.1665983;241.4574;0.09941279
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_889.jpg;15;0;0;-1.381162;138.8239;110.7314;0.1725342;239.6677;0.437901
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_25_955.jpg;15;0;0;-1.373265;138.8581;110.806;0.1352241;238.3202;0.6750572
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_021.jpg;15;0;0;-1.362538;138.894;110.8799;0.06457537;236.9687;0.8918324
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_088.jpg;15;0;0;-1.354819;138.9438;110.9765;359.9727;235.1729;1.14085
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_155.jpg;15;0;0;-1.348337;138.9817;111.0471;359.9753;233.8652;1.209154
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_221.jpg;15;0;0;-1.339396;139.0202;111.1168;-0.002868199;232.5303;1.127438
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_289.jpg;15;0;0;-1.331522;139.076;111.2071;359.9921;230.7514;1.039794
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_355.jpg;15;0;0;-1.32671;139.1199;111.273;359.9912;229.4301;1.003547
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_422.jpg;15;0;0;-1.319592;139.1651;111.3375;359.9927;228.1157;0.9805657
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_489.jpg;15;0;0;-1.314208;139.2273;111.4214;0.001553148;226.3761;0.9769301
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_555.jpg;15;0;0;-1.308941;139.2754;111.4828;0.001516249;225.077;0.9833412
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_622.jpg;15;0;0;-1.301376;139.3247;111.5429;-0.002584773;223.7826;1.002192
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_689.jpg;15;0;0;-1.295625;139.3921;111.6209;359.9922;222.0607;1.034847
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_755.jpg;15;0;0;-1.29044;139.4437;111.6778;359.9914;220.7825;1.053976
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_822.jpg;15;0;0;-1.282766;139.4962;111.7335;359.9927;219.5002;1.055697
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_889.jpg;15;0;0;-1.276997;139.5679;111.8054;359.9932;217.7987;1.052156
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_26_955.jpg;15;0;0;-1.271727;139.6229;111.8576;359.9918;216.5299;1.047256
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_022.jpg;15;0;0;-1.264405;139.6787;111.9084;359.9931;215.2612;1.03902
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_088.jpg;15;0;0;-1.258934;139.7546;111.9737;359.9933;213.5789;1.040572
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_155.jpg;15;0;0;-1.253699;139.8124;112.021;359.9924;212.326;1.043657
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_222.jpg;15;0;0;-1.24656;139.871;112.0668;359.9932;211.0738;1.041706
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_288.jpg;15;0;0;-1.241202;139.9503;112.1257;359.9932;209.413;1.04118
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_355.jpg;15;0;0;-1.235927;140.0105;112.168;359.9925;208.174;1.04231
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_422.jpg;15;0;0;-1.228892;140.0714;112.209;359.9933;206.9358;1.038121
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_488.jpg;15;0;0;-1.223611;140.1535;112.2612;359.9927;205.2918;1.038085
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_555.jpg;15;0;0;-1.218465;140.2157;112.2986;359.9931;204.0678;1.040513
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_622.jpg;15;0;0;-1.211469;140.2785;112.3346;359.9933;202.8444;1.037236
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_688.jpg;15;0;0;-1.206257;140.3629;112.3801;359.9927;201.2194;1.036792
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_755.jpg;15;0;0;-1.201174;140.4267;112.4126;359.9932;200.0096;1.038172
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_822.jpg;15;0;0;-1.194157;140.4909;112.4436;359.9927;198.7982;1.036906
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_888.jpg;15;0;0;-1.189181;140.577;112.4826;359.9936;197.1952;1.035392
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_27_955.jpg;15;0;0;-1.183939;140.642;112.51;359.9932;195.9968;1.037828
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_021.jpg;15;0;0;-1.177207;140.7073;112.5361;359.993;194.8003;1.036898
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_088.jpg;15;0;0;-1.172257;140.7946;112.5685;359.9936;193.216;1.034296
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_155.jpg;11.99234;0;0.1002238;-1.167644;140.8604;112.5901;-0.0007791752;192.1842;1.054271
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_221.jpg;8.993853;0;0.3001227;-1.120468;140.9238;112.609;0.04197851;191.3267;1.063819
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_288.jpg;5.993968;0;0.500115;-0.9949225;140.994;112.6277;0.3283932;190.2566;1.004116
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_355.jpg;2.983875;0;0.7007879;-0.8438955;141.034;112.6366;0.6737618;189.5408;0.8538231
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_422.jpg;0;0;0.9006629;-0.5853686;141.0592;112.6421;1.145793;189.0197;0.5335857
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_489.jpg;0;0;1;-0.3196419;141.0653;112.6417;2.035771;188.7993;359.9632
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_555.jpg;0;0;1;-0.1833317;141.0656;112.6413;2.38536;188.7947;359.6302
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_622.jpg;0;0;1;-0.07269666;141.0658;112.6411;2.433743;188.7892;359.4582
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_689.jpg;0;0;1;0.07382002;141.066;112.6407;2.022316;188.7723;359.463
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_755.jpg;0;0;1;0.1473989;141.0661;112.6405;1.362613;188.7545;359.6341
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_822.jpg;0;0;1;0.2563622;141.0659;112.6405;0.543937;188.7445;359.9043
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_889.jpg;-1.497509;0;1;0.2423789;141.0655;112.6406;359.5412;188.7467;0.2114926
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_28_955.jpg;-4.501305;0;1;0.19441;141.0652;112.6408;358.9456;188.7527;0.3177962
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_021.jpg;-7.501232;0;1;0.1272747;141.0649;112.6416;358.5258;188.7549;0.2919466
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_089.jpg;-10.5012;0;1;0.050773;141.0643;112.6444;358.3702;188.7412;0.0537263
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_155.jpg;-13.49838;0;1;-0.04445869;141.0643;112.6435;358.5636;188.7387;359.9675
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_222.jpg;-15;0;1;-0.09914946;141.0644;112.6424;358.9228;188.7485;-0.004472003
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_289.jpg;-15;0;1;-0.105157;141.0646;112.6423;359.392;188.749;0.02016938
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_355.jpg;-15;0;1;-0.10155;141.0647;112.6423;359.7277;188.7491;0.03442106
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_421.jpg;-15;0;1;-0.09419736;141.0648;112.6423;0.04408086;188.7489;0.0460261
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_488.jpg;-15;0;1;-0.08706506;141.065;112.6423;0.4281086;188.7485;0.05750706
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_555.jpg;-15;0;1;-0.07878736;141.0651;112.6426;0.6668519;188.7484;0.04195008
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_622.jpg;-15;0;1;-0.05807187;141.0652;112.6428;0.8598015;188.7486;0.01158909
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_689.jpg;-15;0;1;-0.04498727;141.0652;112.6427;1.050611;188.7489;359.9821
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_755.jpg;-15;0;1;-0.031998;141.0653;112.6427;1.144295;188.7487;359.9797
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_821.jpg;-15;0;1;-0.01005036;141.0653;112.6425;1.176167;188.7481;0.003283878
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_888.jpg;-15;0;1;0.01024002;141.0653;112.6427;1.122461;188.748;0.01053225
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_29_955.jpg;-15;0;1;0.01819045;141.0652;112.6427;1.055345;188.748;0.01425222
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_021.jpg;-15;0;1;0.02445767;141.0652;112.6427;0.9729751;188.748;0.01758152
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_088.jpg;-15;0;1;0.02822665;141.0652;112.6427;0.84389;188.748;0.02089088
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_155.jpg;-15;0;1;0.03118362;141.0652;112.6427;0.736194;188.7481;0.02252683
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_222.jpg;-15;0;1;0.03386793;141.0651;112.6426;0.6221681;188.7481;0.02334179
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_288.jpg;-15;0;1;0.03492254;141.0651;112.6426;0.4648282;188.7479;0.02318999
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_355.jpg;-15;0;1;0.03527233;141.065;112.6426;0.3461469;188.7478;0.02253196
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_422.jpg;-15;0;1;0.03465912;141.065;112.6426;0.2294572;188.7477;0.02146827
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_488.jpg;-15;0;1;0.03346449;141.0649;112.6426;0.08055465;188.7477;0.01951998
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_554.jpg;-15;0;1;0.03171382;141.0649;112.6426;359.9763;188.7477;0.0177389
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_621.jpg;-15;0;1;0.02864172;141.0648;112.6426;359.88;188.7477;0.01575157
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_689.jpg;-15;0;1;0.02588555;141.0648;112.6426;359.7663;188.7477;0.01288115
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_755.jpg;-11.99611;0;1;0.02283058;141.0648;112.6426;359.6933;188.7477;0.01063505
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_821.jpg;0;0;0;0.01843567;141.0648;112.6426;359.6314;187.4886;0.0007589004
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_889.jpg;0;0;0;0.01497919;141.0647;112.6426;359.567;187.4886;-0.00289643
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_30_955.jpg;0;0.1000232;0;0.01149943;141.0651;112.6426;359.5235;187.521;-0.00501105
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_021.jpg;0;0.3001292;0;0.0250624;141.0635;112.6424;359.5369;187.4324;359.9924
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_088.jpg;0;0.5000042;0;0.04591738;141.0584;112.6417;359.6289;187.4722;359.9906
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_155.jpg;0;0.7001159;0;0.05045142;141.0529;112.641;359.7389;187.3199;359.9886
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_222.jpg;0;0.8997391;0;0.1081202;141.0425;112.6397;359.9496;187.2932;359.9877
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_288.jpg;0;1;0;0.1483339;141.0229;112.6372;0.3345569;187.2337;359.9875
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_355.jpg;0;1;0;0.2092484;141.0036;112.6346;0.6748512;187.0988;0.000710709
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_422.jpg;0;1;0;0.2835664;140.9811;112.632;1.014417;186.9321;-0.001166865
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_488.jpg;0;1;0;0.3245689;140.9481;112.6279;1.376781;187.0735;-0.004000551
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_555.jpg;0;1;0;0.3778773;140.9265;112.6254;1.283373;186.9726;-0.002230616
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_621.jpg;0;1;0;0.4376835;140.9033;112.6227;1.075373;186.9257;-0.0005169443
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_689.jpg;0;1;0;0.5176786;140.864;112.618;0.962824;186.9913;-3.661071E-05
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_755.jpg;0;1;0;0.557291;140.8298;112.6139;0.9617519;187.0345;-0.0006082393
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_822.jpg;1.50539;1;0;0.624887;140.7923;112.6093;1.007828;187.0912;-0.001296656
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_889.jpg;4.500093;1;0;0.6748884;140.7355;112.601;1.161103;187.4351;-0.001336964
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_31_955.jpg;7.501592;1;0;0.7012857;140.6915;112.5934;1.237942;187.8559;-0.003798472
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_022.jpg;10.50458;1;0;0.7771959;140.646;112.5841;1.242492;188.4471;-0.005150854
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_088.jpg;13.49906;1;0;0.8296555;140.581;112.5684;1.211014;189.5184;359.994
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_155.jpg;15;1;0;0.8787858;140.5295;112.5542;1.192491;190.3879;0.005112703
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_221.jpg;13.50577;1;0;0.9483727;140.4749;112.5384;1.19983;191.3239;0.00513604
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_288.jpg;10.49793;1;0;0.9843074;140.3979;112.516;1.214502;192.4526;359.9939
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_355.jpg;7.500388;1;0;1.042188;140.3364;112.4985;1.235514;193.0682;-0.004976949
/Users/Abishalini/Desktop/UDACITY/Roverism Data/Data Set 1/IMG/robocam_2018_01_21_11_16_32_422.jpg;4.505686;1;0;1.104336;140.2726;112.4808;1.235848;193.4839;-0.003874472
